campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,net_profit,z_score_budget,z_score_roi,cost_per_conversion,is_profitable
Diverse homogeneous approach,2022-10-31,2024-04-18,58194.33,0.84,social media,B2C,organic,3.5967278942811096,209309.17,151114.84000000003,-0.003095183819260814,1.165439439143849,16179.8,True
Persevering non-volatile utilization,2023-07-18,2024-02-12,36038.7,0.6,webinar,B2B,referral,7.143914736103134,257457.4,221418.7,-0.07390270237095879,0.2473098945006931,5044.67,True
Down-sized exuding website,2023-03-29,2023-12-29,53597.41,0.96,podcast,B2C,paid,17.151196485054033,919259.71,865662.2999999999,-0.017786551123222437,1.6245042114654267,3125.0,True
Persevering zero administration interface,2023-03-27,2023-10-25,1052.57,0.37,email,B2C,promotion,885.758999401465,932323.35,931270.78,-0.18571541313689577,-0.6325642524489978,1.19,True
Re-contextualized global projection,2023-04-28,2023-10-20,81795.53,0.9,webinar,B2C,organic,8.66105666165376,708435.72,626640.19,0.07233225412054653,1.394971825304638,9444.06,True
Advanced optimizing portal,2023-02-08,2023-08-26,97675.33,0.55,email,B2B,organic,9.845781529481394,961689.96,864014.63,0.12308275108665642,0.05603290603336924,9920.53,True
Total client-driven functionalities,2023-03-26,2024-06-06,32997.59,0.19,podcast,B2B,paid,4.393483584710277,144974.37,111976.78,-0.0836218325759114,-1.3211614109313645,7510.58,True
Grass-roots reciprocal core,2022-11-07,2024-01-19,85249.47,0.97,social media,B2B,paid,0.40636252635940145,34642.19,-50607.28,0.08337075406960921,1.6627596091588916,209786.74,False
Self-enabling reciprocal algorithm,2022-11-01,2024-07-29,8645.67,0.12,email,B2B,paid,111.21773673989406,961551.85,952906.1799999999,-0.16144850810576383,-1.5889491947856185,77.74,True
Fundamental holistic policy,2023-01-09,2024-07-29,7952.59,0.3,email,B2C,organic,79.56384398038878,632738.63,624786.04,-0.163663533133615,-0.9003520363032516,99.95,True
Automated background intranet,2023-06-24,2023-12-01,97730.37,0.48,webinar,B2C,organic,9.220585781062734,901131.26,803400.89,0.12325865426887625,-0.21175487782088476,10599.15,True
Diverse modular productivity,2023-01-23,2023-08-19,6626.65,0.28,email,B2C,referral,98.17263172191078,650555.67,643929.02,-0.16790112516545697,-0.9768628316901811,67.5,True
Down-sized attitude-oriented conglomeration,2022-08-23,2024-06-25,59892.4,0.4,email,B2C,referral,15.231491641677406,912250.59,852358.19,0.00233170420094361,-0.5177980593686032,3932.14,True
Universal 24hour process improvement,2022-12-25,2024-07-02,37166.31,0.28,webinar,B2B,referral,15.412039828543648,572808.65,535642.3400000001,-0.07029895623536797,-0.9768628316901811,2411.51,True
Fundamental optimal secured line,2023-07-26,2024-02-04,56570.94,0.91,podcast,B2C,referral,1.475097638469504,83447.66,26876.72,-0.008283400879287584,1.433227222998103,38350.64,True
Reverse-engineered responsive migration,2023-02-10,2023-09-23,91764.9,0.34,webinar,B2C,organic,9.691934933727383,889379.44,797614.5399999999,0.10419351697895952,-0.7473304455293921,9468.17,True
Organized hybrid intranet,2023-06-03,2023-11-16,91247.27,0.7,social media,B2B,referral,6.347809967355735,579220.33,487973.05999999994,0.10253921530358787,0.6298638714353413,14374.61,True
Streamlined intermediate core,2022-08-20,2024-02-18,59201.77,0.12,social media,B2B,promotion,13.252620149701604,784578.57,725376.7999999999,0.00012450916576025028,-1.5889491947856185,4467.17,True
Re-contextualized regional pricing structure,2023-03-18,2024-06-29,93497.4,0.44,email,B2B,promotion,0.623846224600898,58328.0,-35169.399999999994,0.10973044036551259,-0.364776468594744,149872.51,False
Stand-alone client-driven challenge,2022-12-20,2023-10-06,18364.99,0.24,webinar,B2B,paid,23.60334201107651,433475.14,415110.15,-0.130386383886778,-1.1298844224640405,778.07,True
Reactive client-driven paradigm,2023-04-09,2023-10-02,63250.91,0.72,email,B2C,paid,0.506643461730432,32045.66,-31205.250000000004,0.013065217945804996,0.706374666822271,124843.04,False
Object-based composite info-mediaries,2023-05-04,2023-12-19,52277.41,0.79,webinar,B2C,promotion,16.037568999688393,838402.57,786125.1599999999,-0.02200515941773906,0.974162450676525,3259.68,True
User-centric discrete algorithm,2022-09-17,2024-07-25,41022.86,0.64,email,B2B,promotion,13.495975170916898,553643.5,512620.64,-0.057973748797323955,0.40033148527455253,3039.64,True
Cloned discrete customer loyalty,2023-03-21,2023-10-11,69490.13,0.56,email,B2C,paid,9.937552282604738,690561.8,621071.67,0.033005237069527724,0.0942883037268341,6992.68,True
Function-based motivating algorithm,2022-11-18,2024-05-08,16205.28,0.11,email,B2B,referral,39.028592532804126,632469.27,616263.99,-0.13728863428052837,-1.6272045924790832,415.22,True
Devolved local Graphic Interface,2023-01-04,2024-06-06,71575.57,0.58,email,B2C,promotion,4.121810416598848,295020.93,223445.36,0.039670126828404054,0.1707990991137634,17365.08,True
Synergized 24hour strategy,2022-09-13,2023-09-24,78034.3,0.9,podcast,B2B,paid,9.213147808079269,718941.54,640907.24,0.06031168133601263,1.394971825304638,8469.88,True
Function-based exuding strategy,2023-04-30,2024-02-25,87156.45,0.4,social media,B2C,referral,1.0931457166968137,95274.7,8118.25,0.08946530077072838,-0.5177980593686032,79729.95,True
Synergistic intermediate middleware,2023-07-22,2023-10-27,28984.24,0.1,webinar,B2C,paid,7.742512137630657,224410.83,195426.59,-0.09644815954469796,-1.6654599901725482,3743.52,True
Grass-roots 24/7 orchestration,2023-01-21,2024-06-25,39758.97,0.5,social media,B2C,promotion,2.0542486387348564,81674.81,41915.84,-0.062013034280169875,-0.13524408243395505,19354.51,True
Adaptive needs-based initiative,2023-06-04,2024-07-06,46618.3,0.72,email,B2C,organic,18.32140661499883,854112.83,807494.5299999999,-0.04009119607348297,0.706374666822271,2544.47,True
Automated 5thgeneration attitude,2023-02-05,2024-06-03,96380.65,0.99,email,B2B,referral,0.3634695346005656,35031.43,-61349.219999999994,0.11894506336942551,1.7392704045458214,265168.44,False
Mandatory secondary access,2022-08-03,2023-11-04,44406.38,0.17,email,B2B,promotion,9.880407725196246,438753.14,394346.76,-0.047160305208942994,-1.397672206318294,4494.39,True
Digitized analyzing paradigm,2022-09-28,2023-11-04,31010.8,0.5,email,B2B,referral,24.48970036245437,759445.2,728434.3999999999,-0.08997144528308008,-0.13524408243395505,1266.28,True
Object-based intangible artificial intelligence,2023-03-27,2023-10-06,19288.56,0.5,webinar,B2B,promotion,7.204666911371299,138967.65,119679.09,-0.12743473232422745,-0.13524408243395505,2677.23,True
Proactive mission-critical structure,2022-11-18,2024-06-28,54317.78,0.9,social media,B2C,paid,3.514715255299462,190911.53,136593.75,-0.015484309564797499,1.394971825304638,15454.39,True
Object-based grid-enabled model,2023-03-27,2023-08-30,41357.61,0.56,social media,B2B,paid,21.035099223576992,869961.43,828603.8200000001,-0.05690391612566529,0.0942883037268341,1966.12,True
Seamless executive standardization,2022-11-26,2024-06-12,16261.19,0.49,webinar,B2C,referral,33.63765382484308,546988.28,530727.0900000001,-0.1371099506519326,-0.17349948012741992,483.42,True
De-engineered homogeneous array,2022-10-11,2024-06-07,27126.77,0.3,webinar,B2C,promotion,26.757293994087757,725838.96,698712.19,-0.10238447647561902,-0.9003520363032516,1013.81,True
Inverse heuristic projection,2023-03-27,2023-12-10,97754.27,0.87,social media,B2C,organic,3.7662216699076163,368164.25,270409.98,0.12333503664633003,1.2802056322242434,25955.53,True
Diverse asymmetric orchestration,2023-02-22,2023-08-02,86507.56,0.39,email,B2C,paid,5.416129526714197,468536.15,382028.59,0.08739150324328225,-0.5560534570620681,15972.21,True
Reactive zero tolerance core,2023-05-14,2024-07-29,75067.13,0.95,podcast,B2C,promotion,12.88657365747165,967358.1,892290.97,0.050828857113860454,1.586248813771962,5825.22,True
Reverse-engineered 24/7 help-desk,2023-01-19,2023-09-19,46839.92,0.65,social media,B2B,paid,3.5868831543691795,168009.32,121169.40000000001,-0.03938291730815664,0.4385868829680174,13058.67,True
Optimized 24hour budgetary management,2022-12-21,2024-02-25,73305.28,0.61,podcast,B2C,paid,10.590408358033692,776332.85,703027.57,0.04519813361106187,0.285565292194158,6921.86,True
Inverse heuristic encryption,2023-07-07,2024-05-15,90612.4,0.15,email,B2B,organic,1.3637421589098182,123571.95,32959.55,0.10051022450969406,-1.4741830017052238,66443.94,True
Realigned empowering initiative,2023-03-06,2024-03-31,18541.27,0.58,email,B2B,paid,42.28129464702256,783948.9,765407.63,-0.12982300792453758,0.1707990991137634,438.52,True
Reduced mobile matrices,2022-08-31,2024-02-17,73723.4,0.74,webinar,B2C,promotion,0.8485556824563165,62558.41,-11164.98999999999,0.04653440974750374,0.7828854622092007,86881.04,False
Virtual motivating portal,2022-10-31,2024-07-28,60705.69,0.24,webinar,B2B,referral,9.474570505664294,575160.34,514454.64999999997,0.004930910215979539,-1.1298844224640405,6407.22,True
Customizable executive task-force,2022-08-31,2024-02-10,14777.5,0.0,email,B2C,promotion,58.58060294366435,865674.86,850897.36,-0.14185169833412303,-2.048013967107196,252.26,True
Optional 3rdgeneration open architecture,2023-07-16,2024-07-24,81086.35,0.27,podcast,B2C,organic,7.358696624031047,596689.85,515603.5,0.07006577485516374,-1.015118229383646,11019.12,True
Networked 6thgeneration neural-net,2022-11-08,2023-09-07,39534.14,0.94,social media,B2B,promotion,11.639142776344698,460143.5,420609.36,-0.06273157193384879,1.547993416078497,3396.65,True
Open-architected empowering database,2023-05-25,2023-12-26,63786.13,0.21,podcast,B2C,organic,1.4341537886057674,91479.12,27692.989999999998,0.014775735772616481,-1.244650615544435,44476.49,True
Multi-channeled human-resource infrastructure,2023-05-30,2024-04-04,63889.54,0.77,webinar,B2C,paid,15.41113474913108,984610.31,920720.77,0.015106225381507373,0.8976516552895952,4145.67,True
Distributed intangible software,2022-11-13,2023-11-27,14378.29,0.25,social media,B2B,organic,47.97509648226597,689799.85,675421.5599999999,-0.1431275397108306,-1.0916290247705758,299.7,True
Switchable clear-thinking challenge,2022-08-23,2023-08-16,57635.88,0.6,webinar,B2B,organic,3.3403090227823364,192521.65,134885.77,-0.004879942760225076,0.2473098945006931,17254.66,True
Customizable 4thgeneration Internet solution,2022-11-14,2023-08-27,78080.7,0.86,social media,B2B,promotion,4.779438068562397,373181.87,295101.17,0.06045997180939563,1.2419502345307787,16336.8,True
Reduced zero tolerance policy,2023-01-28,2024-07-10,95263.32,0.4,podcast,B2B,promotion,3.7019039437214656,352655.66,257392.33999999997,0.11537417124388596,-0.5177980593686032,25733.6,True
Profound real-time archive,2023-02-23,2023-12-02,54198.81,0.73,webinar,B2C,referral,14.481328833603543,784870.79,730671.98,-0.015864527616917687,0.7446300645157359,3742.67,True
Inverse static support,2022-11-28,2024-03-22,65189.68,0.21,podcast,B2C,referral,12.522377775132506,816329.8,751140.12,0.019261362796683768,-1.244650615544435,5205.85,True
Total attitude-oriented support,2023-01-08,2024-06-29,85772.21,0.98,podcast,B2B,organic,8.81102200817724,755740.83,669968.62,0.08504138687254531,1.7010150068523564,9734.65,True
Persistent tangible methodology,2023-02-17,2024-07-25,85190.24,0.64,webinar,B2C,promotion,10.573335396167447,900744.98,815554.74,0.08318146000196967,0.40033148527455253,8057.08,True
Robust bi-directional hub,2022-11-01,2023-08-20,87931.71,0.56,email,B2C,referral,3.2822473257940734,288613.62,200681.90999999997,0.09194296612406701,0.0942883037268341,26790.09,True
Virtual content-based standardization,2022-08-23,2024-04-24,34658.91,0.27,social media,B2B,organic,17.21127785034209,596524.13,561865.22,-0.07831239444572474,-1.015118229383646,2013.73,True
Programmable modular architecture,2023-01-12,2024-01-28,57845.8,0.9,podcast,B2C,paid,4.6303697070487395,267847.44,210001.64,-0.00420905620478193,1.394971825304638,12492.7,True
Open-source zero administration extranet,2023-06-13,2024-01-13,65653.98,0.47,social media,B2C,paid,4.883642088415661,320630.54,254976.56,0.02074522630512623,-0.2500102755143496,13443.65,True
Total asymmetric emulation,2023-03-30,2024-03-15,69996.24,0.77,social media,B2C,paid,13.376207636295891,936284.24,866288.0,0.034622721799783644,0.8976516552895952,5232.89,True
Streamlined attitude-oriented adapter,2023-07-03,2024-07-18,2554.18,0.46,social media,B2B,referral,225.15726769452425,575092.19,572538.0099999999,-0.18091639465119191,-0.28826567320781427,11.34,True
Operative demand-driven open system,2022-10-04,2023-10-08,11294.95,0.49,email,B2C,paid,34.54805820300223,390218.59,378923.64,-0.15298163342205398,-0.17349948012741992,326.93,True
Organic impactful approach,2023-07-08,2023-11-26,15971.25,0.94,email,B2B,organic,18.541742193003053,296134.8,280163.55,-0.13803657435565392,1.547993416078497,861.37,True
Cloned leadingedge moderator,2022-11-11,2024-04-30,36838.48,0.3,email,B2B,referral,21.414342557021893,788871.83,752033.35,-0.07134667317263414,-0.9003520363032516,1720.27,True
Versatile well-modulated ability,2023-05-28,2024-03-21,24501.77,0.93,podcast,B2B,referral,32.188311293429,788670.6,764168.83,-0.11077375433403278,1.5097380183850326,761.2,True
Self-enabling zero tolerance synergy,2023-06-01,2024-05-07,49505.24,0.48,webinar,B2B,promotion,14.216438098270004,703788.18,654282.9400000001,-0.03086478014183767,-0.21175487782088476,3482.25,True
Polarized systematic parallelism,2023-01-03,2024-04-25,5479.95,0.0,social media,B2B,organic,141.4479602916085,775127.75,769647.8,-0.17156588132554956,-2.048013967107196,38.74,True
Sharable object-oriented algorithm,2023-01-26,2023-11-28,13686.9,0.26,podcast,B2B,referral,21.79819462405658,298349.71,284662.81,-0.14533716364169866,-1.0533736270771108,627.89,True
Progressive systematic architecture,2022-08-15,2024-01-11,7306.71,0.69,webinar,B2B,paid,74.04225431144798,541005.28,533698.5700000001,-0.1657277109557835,0.5916084737418764,98.68,True
Decentralized bi-directional forecast,2023-02-03,2023-11-18,96168.8,0.74,email,B2C,promotion,1.4350050120205304,138002.71,41833.90999999999,0.11826800869730937,0.7828854622092007,67016.35,True
Multi-lateral coherent hardware,2023-03-20,2023-12-20,80398.7,0.68,social media,B2B,paid,6.916038567787788,556040.51,475641.81,0.06786810364779679,0.553353076048412,11624.96,True
Digitized fresh-thinking toolset,2023-07-23,2024-03-20,7171.11,0.23,podcast,B2C,referral,34.09397150510869,244491.62,237320.51,-0.16616107708058386,-1.1681398201575053,210.33,True
Persistent fresh-thinking parallelism,2022-09-26,2024-07-24,40458.71,0.47,email,B2B,organic,18.511469100225884,748950.16,708491.4500000001,-0.05977672445592362,-0.2500102755143496,2185.6,True
Up-sized discrete superstructure,2023-04-08,2024-02-16,85035.31,0.35,webinar,B2C,referral,6.866905641903346,583929.45,498894.13999999996,0.08268631683297763,-0.7090750478359275,12383.35,True
Implemented next generation productivity,2022-08-16,2023-12-12,28881.52,0.83,email,B2B,referral,30.74028479110518,887826.15,858944.63,-0.09677644397198035,1.127184041450384,939.53,True
Persistent radical approach,2022-10-23,2023-08-15,99891.35,0.8,email,B2C,promotion,0.08281497847411212,8272.5,-91618.85,0.13016496347515244,1.01241784836999,1206199.07,False
Robust dynamic circuit,2022-10-04,2024-04-29,35936.7,0.37,webinar,B2B,referral,16.02015488344784,575711.5,539774.8,-0.07422868573917143,-0.6325642524489978,2243.22,True
Assimilated cohesive contingency,2023-03-10,2024-07-22,52088.32,0.6,podcast,B2B,referral,1.6497823312404778,85934.39,33846.07,-0.022609475055928578,0.2473098945006931,31572.84,True
Distributed heuristic extranet,2022-08-27,2023-12-31,19258.46,0.61,podcast,B2C,promotion,43.02596105815314,828613.75,809355.29,-0.12753092937700394,0.285565292194158,447.6,True
Public-key optimizing open architecture,2023-04-01,2023-11-13,35095.84,0.7,social media,B2C,paid,4.386449790060589,153946.14,118850.30000000002,-0.07691600314108601,0.6298638714353413,8000.97,True
Self-enabling secondary methodology,2022-09-22,2024-04-16,89591.74,0.22,podcast,B2C,promotion,7.901814051161413,707937.27,618345.53,0.09724828152342037,-1.2063952178509703,11338.12,True
Multi-channeled intermediate project,2023-07-10,2024-06-11,30866.33,0.4,webinar,B2C,paid,15.779188520306754,487045.64,456179.31,-0.09043315917725343,-0.5177980593686032,1956.14,True
Re-engineered 24/7 benchmark,2022-10-07,2023-08-02,60761.56,0.6,podcast,B2C,paid,9.231372598070227,560912.6,500151.04,0.005109466007960316,0.2473098945006931,6582.07,True
Automated 6thgeneration solution,2023-04-10,2023-08-27,82351.52,0.99,podcast,B2C,organic,5.713181978911864,470489.22,388137.69999999995,0.07410915110968919,1.7392704045458214,14414.3,True
Persevering asymmetric orchestration,2022-10-23,2024-03-12,68860.82,0.33,webinar,B2C,organic,5.237910759703413,360686.83,291826.01,0.030994015565116932,-0.785585843222857,13146.62,True
Enhanced web-enabled knowledge user,2023-04-24,2024-05-25,71941.12,0.99,webinar,B2C,referral,11.03146225691232,793615.75,721674.63,0.040838393693601406,1.7392704045458214,6521.45,True
Multi-tiered fresh-thinking monitoring,2023-01-31,2024-01-23,92487.68,0.5,social media,B2C,organic,5.835176101292627,539681.9,447194.22000000003,0.10650346069343734,-0.13524408243395505,15850.02,True
Cloned background ability,2023-05-08,2023-08-05,6690.98,0.95,podcast,B2C,referral,62.668021724769766,419310.48,412619.5,-0.16769553192940678,1.586248813771962,106.77,True
Up-sized bifurcated budgetary management,2023-06-21,2024-03-29,65932.3,0.46,email,B2B,paid,13.174355664825889,868615.57,802683.2699999999,0.021634713472194332,-0.28826567320781427,5004.59,True
Virtual methodical projection,2022-08-28,2023-08-03,2939.44,0.23,podcast,B2B,referral,176.18536183762893,517886.3,514946.86,-0.1796851362939605,-1.1681398201575053,16.68,True
Configurable 6thgeneration approach,2023-07-20,2023-08-05,89898.65,0.51,social media,B2C,paid,10.46338849359807,940644.5,850745.85,0.09822913991104919,-0.09698868474049019,8591.73,True
Networked zero administration hardware,2023-06-18,2024-01-12,79330.1,0.6,webinar,B2C,promotion,12.521322045478323,993317.73,913987.63,0.06445294847846313,0.2473098945006931,6335.6,True
Integrated dedicated solution,2023-04-25,2023-09-26,49871.16,0.59,webinar,B2B,promotion,15.109973579920739,753551.91,703680.75,-0.02969533078795165,0.20905449680722826,3300.55,True
Managed coherent Local Area Network,2022-08-22,2024-07-09,86898.8,0.2,email,B2B,paid,7.220638144600386,627464.79,540565.99,0.088641873174454,-1.2829060132378998,12034.78,True
Assimilated bifurcated policy,2023-07-12,2024-06-07,88219.78,0.56,podcast,B2C,organic,4.365460671064924,385119.98,296900.19999999995,0.09286361346603775,0.0942883037268341,20208.58,True
Intuitive secondary initiative,2023-07-21,2023-10-02,40691.9,0.87,email,B2C,organic,22.71727985176411,924409.28,883717.38,-0.059031468949712756,1.2802056322242434,1791.23,True
Reverse-engineered bandwidth-monitored encoding,2023-04-13,2023-12-22,72683.1,0.37,social media,B2B,paid,10.712624255156975,778626.74,705943.64,0.043209698983272225,-0.6325642524489978,6784.81,True
Adaptive 24/7 open architecture,2023-04-28,2024-04-26,11646.16,0.8,email,B2B,organic,1.1440852607211305,13324.2,1678.0400000000009,-0.15185919598332887,1.01241784836999,10179.45,True
Grass-roots holistic migration,2022-08-26,2023-12-23,89917.95,0.67,email,B2B,promotion,8.194456835370469,736828.76,646910.81,0.09829082107777963,0.5150976783549471,10973.02,True
Face-to-face background methodology,2022-11-26,2024-04-19,78099.81,0.94,webinar,B2C,organic,6.851176462529166,535075.58,456975.76999999996,0.06052104575220488,1.547993416078497,11399.47,True
Visionary neutral attitude,2023-07-02,2024-07-25,35717.61,0.19,podcast,B2C,organic,4.09022188214721,146092.95,110375.34000000001,-0.07492887883859994,-1.3211614109313645,8732.44,True
Grass-roots tertiary adapter,2023-02-21,2024-03-25,74243.84,0.9,webinar,B2B,promotion,7.580872702705032,562833.1,488589.26,0.04819769194507816,1.394971825304638,9793.57,True
Function-based dynamic focus group,2022-12-17,2024-02-08,25475.7,0.1,webinar,B2C,paid,34.126753337494165,869402.93,843927.2300000001,-0.10766115647321564,-1.6654599901725482,746.5,True
Multi-tiered stable installation,2023-03-23,2024-04-15,28552.53,0.1,webinar,B2C,paid,16.53726692520768,472180.81,443628.28,-0.09782786817108113,-1.6654599901725482,1726.56,True
Proactive explicit migration,2023-07-06,2023-08-06,38420.97,0.96,social media,B2C,organic,21.689955771548714,833349.14,794928.17,-0.0662891690514299,1.6245042114654267,1771.37,True
Reactive eco-centric synergy,2023-07-03,2024-04-23,39225.15,0.28,email,B2B,paid,3.2490662240934705,127445.11,88219.95999999999,-0.0637190778254569,-0.9768628316901811,12072.75,True
Automated dedicated budgetary management,2023-08-01,2024-04-06,1436.99,0.14,podcast,B2B,organic,613.6218345291198,881768.44,880331.45,-0.18448683934857904,-1.5124383993986887,2.34,True
Multi-channeled coherent moderator,2022-08-10,2024-03-18,11007.95,0.79,podcast,B2C,referral,61.787181082762906,680150.2,669142.25,-0.15389886113457388,0.974162450676525,178.16,True
Synergized bottom-line paradigm,2022-12-06,2024-07-09,94432.87,0.63,social media,B2C,organic,5.55847407793494,524902.66,430469.79000000004,0.11272012332102128,0.36207608758108767,16988.99,True
Phased attitude-oriented standardization,2023-07-03,2024-05-12,87100.53,0.53,podcast,B2B,referral,11.017443636680513,959625.18,872524.65,0.08928658518297886,-0.020477889353560475,7905.69,True
Open-architected bottom-line algorithm,2022-11-11,2023-11-15,81473.25,0.96,webinar,B2C,paid,5.785479283077574,471361.8,389888.55,0.07130227451360954,1.6245042114654267,14082.37,True
Open-source homogeneous product,2023-05-31,2023-09-30,89921.79,0.79,webinar,B2B,organic,4.709910690167534,423523.6,333601.81,0.09830309339281822,0.974162450676525,19092.04,True
Reduced tertiary implementation,2022-08-10,2023-10-22,93538.7,0.83,email,B2B,organic,10.149336370935238,949355.73,855817.03,0.10986243167048498,1.127184041450384,9216.24,True
Proactive incremental framework,2022-12-16,2024-05-21,96760.38,0.12,email,B2B,referral,3.6507832027943667,353251.17,256490.78999999998,0.12015864831463524,-1.5889491947856185,26504.01,True
Quality-focused hybrid policy,2023-01-28,2024-05-10,90020.46,0.55,social media,B2C,promotion,8.513526924879077,766391.61,676371.15,0.09861843436283337,0.05603290603336924,10573.82,True
Progressive 24hour utilization,2022-11-01,2024-03-14,14495.84,0.3,podcast,B2C,referral,7.288867702734025,105658.26,91162.42,-0.14275185985854238,-0.9003520363032516,1988.76,True
Organized coherent utilization,2022-09-12,2024-05-18,7889.64,0.52,email,B2C,referral,20.300203811580754,160161.3,152271.65999999997,-0.16386471600644822,-0.05873328704702534,388.65,True
Versatile user-facing benchmark,2022-09-19,2024-05-21,53658.92,0.9,social media,B2B,promotion,14.187615591219503,761292.13,707633.21,-0.01758997036852873,1.394971825304638,3782.1,True
Configurable client-driven migration,2022-12-09,2024-03-10,21172.32,0.16,social media,B2C,referral,45.94179097992096,972694.3,951521.9800000001,-0.12141439477810728,-1.435927604011759,460.85,True
Public-key fresh-thinking intranet,2023-07-23,2024-04-01,88296.95,0.19,webinar,B2C,referral,10.51261453538316,928231.8,839934.8500000001,0.09311024225549823,-1.3211614109313645,8399.14,True
Self-enabling bandwidth-monitored array,2022-09-15,2024-04-05,42970.96,0.84,webinar,B2C,referral,8.04080965377548,345521.31,302550.35,-0.05174778605599985,1.165439439143849,5344.11,True
Profound disintermediate analyzer,2022-12-16,2023-11-09,49418.2,0.4,social media,B2B,paid,18.559910923505917,917197.39,867779.1900000001,-0.031142952616045803,-0.5177980593686032,2662.63,True
Multi-tiered multi-tasking support,2022-10-23,2023-12-08,3809.12,0.22,webinar,B2C,referral,150.66209255681102,573889.99,570080.87,-0.17690571261094895,-1.2063952178509703,25.28,True
Triple-buffered next generation moderator,2023-07-22,2024-02-17,96955.19,0.51,webinar,B2B,promotion,6.2412084386612,605117.55,508162.36000000004,0.12078124458876764,-0.09698868474049019,15534.68,True
Synergistic needs-based framework,2022-10-21,2024-04-27,22787.98,0.41,webinar,B2C,organic,41.25629871537539,940147.71,917359.73,-0.11625088214392641,-0.4795426616751386,552.35,True
Horizontal national alliance,2022-12-20,2023-11-10,59550.27,0.47,social media,B2C,referral,5.800225590916717,345405.0,285854.73,0.0012382856738201312,-0.2500102755143496,10266.89,True
Team-oriented mobile contingency,2023-03-29,2024-01-25,55219.7,0.97,podcast,B2B,promotion,11.659952879135526,643859.1,588639.4,-0.012601849570107784,1.6627596091588916,4735.84,True
Persistent grid-enabled contingency,2022-10-14,2024-02-06,38978.72,0.1,podcast,B2C,organic,18.745933422133923,730692.49,691713.77,-0.0645066472512279,-1.6654599901725482,2079.32,True
Reactive real-time array,2023-06-21,2024-04-13,77106.38,0.34,podcast,B2C,promotion,2.434962580268974,187751.15,110644.76999999999,0.05734612754158244,-0.7473304455293921,31666.35,True
Programmable asynchronous encryption,2023-01-17,2023-12-22,16485.72,0.89,podcast,B2B,referral,0.5892475427218222,9714.17,-6771.550000000001,-0.13639237177286606,1.3567164276111732,27977.58,False
Object-based web-enabled intranet,2023-06-01,2023-08-11,32297.26,0.93,webinar,B2B,promotion,28.485242401367795,919995.28,887698.02,-0.08586002799022868,1.5097380183850326,1133.82,True
Universal exuding artificial intelligence,2023-04-25,2024-07-24,80372.5,0.3,webinar,B2B,paid,3.2374779930946533,260204.2,179831.7,0.06778437066498139,-0.9003520363032516,24825.65,True
Cross-group bandwidth-monitored time-frame,2022-11-30,2024-03-18,51871.97,0.56,email,B2B,paid,7.517923842105862,389969.52,338097.55000000005,-0.023300911347230596,0.0942883037268341,6899.77,True
Customer-focused web-enabled framework,2023-01-04,2023-12-30,3162.85,0.27,social media,B2B,organic,197.62662788308015,625063.38,621900.53,-0.17897113684011356,-1.015118229383646,16.0,True
Synergized local emulation,2023-04-20,2023-12-10,1793.79,0.28,webinar,B2B,promotion,245.92031397209263,441129.4,439335.61000000004,-0.1833465367429097,-0.9768628316901811,7.29,True
Multi-tiered object-oriented knowledge user,2023-04-22,2023-10-28,52804.87,0.0,email,B2C,paid,16.667144526631727,880106.4,827301.53,-0.020319441894234715,-2.048013967107196,3168.2,True
Multi-lateral mission-critical productivity,2023-04-21,2023-09-12,71940.27,0.84,social media,B2B,referral,10.01517800808921,720494.61,648554.34,0.04083567716553299,1.165439439143849,7183.12,True
Re-contextualized reciprocal secured line,2023-03-19,2023-10-09,83645.54,0.58,social media,B2B,referral,7.2683351676610615,607963.82,524318.2799999999,0.0782447295227728,0.1707990991137634,11508.21,True
Compatible actuating utilization,2022-09-29,2024-03-14,40895.28,0.84,webinar,B2C,promotion,7.893220684636466,322795.47,281900.18999999994,-0.05838148368081974,1.165439439143849,5181.06,True
Compatible full-range open system,2023-05-29,2024-06-04,33898.88,0.5,social media,B2B,referral,8.862373329148339,300424.53,266525.65,-0.0807413860079077,-0.13524408243395505,3825.03,True
Switchable incremental collaboration,2023-03-28,2023-11-28,46310.28,0.77,webinar,B2B,paid,10.49554548147841,486051.65,439741.37,-0.04107560192717769,0.8976516552895952,4412.37,True
Monitored maximized project,2023-05-07,2024-05-17,32095.6,0.69,email,B2B,promotion,13.78134074452573,442320.4,410224.80000000005,-0.08650451628467734,0.5916084737418764,2328.92,True
Compatible grid-enabled info-mediaries,2023-01-27,2023-11-21,96019.69,0.84,webinar,B2C,organic,7.15804508429469,687313.27,591293.5800000001,0.11779146575579771,1.165439439143849,13414.23,True
Cloned foreground portal,2022-09-14,2023-08-17,13908.21,0.54,podcast,B2B,promotion,58.71380932557101,816603.99,802695.78,-0.14462987561013846,0.017777508339904383,236.88,True
Devolved homogeneous projection,2023-04-25,2024-05-24,4833.32,0.7,webinar,B2C,promotion,178.84970786126308,864437.87,859604.55,-0.17363245608424902,0.6298638714353413,27.02,True
Profound non-volatile complexity,2022-10-03,2023-08-18,28827.53,0.76,social media,B2C,paid,25.462306343970504,734015.4,705187.87,-0.09694899144305684,0.8593962575961305,1132.16,True
Focused holistic collaboration,2023-01-31,2023-11-02,89440.32,0.88,email,B2C,promotion,10.417290769979354,931725.82,842285.5,0.09676435601739332,1.3184610299177082,8585.76,True
